Id,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10
13,5,1,99999,300.91950,29991.95000,2,"2019-12-18 00:00:00",0,3,7114.00000
14,5,2,99999,317.62500,31662.50000,2,"2019-12-18 00:00:00",0,3,960.00000
15,5,3,99999,299.99550,29899.55000,2,"2019-12-18 00:00:00",0,3,780.00000
16,6,1,99999,300.91950,29991.95000,2,"2019-12-18 00:00:00",0,3,7372.00000
17,6,2,99999,317.62500,31662.50000,2,"2019-12-18 00:00:00",0,3,960.00000
18,6,3,99999,299.99550,29899.55000,2,"2019-12-18 00:00:00",0,3,780.00000
19,7,1,99999,0.00000,0.00000,4,"2015-09-08 00:00:00",0,3,0.00000
20,7,2,99999,265.03050,26403.05000,4,"2019-12-18 00:00:00",0,3,0.00000
21,7,3,99999,0.00000,0.00000,4,"2015-09-08 00:00:00",0,3,0.00000
22,8,1,99999,237.00600,23600.60000,2,"2019-12-18 00:00:00",0,3,5002.00000
23,8,2,99999,255.84300,25484.30000,2,"2019-12-18 00:00:00",0,3,590.00000
24,8,3,99999,229.40400,22840.40000,2,"2019-12-18 00:00:00",0,3,550.00000
25,9,1,99999,199.65750,19865.75000,2,"2019-12-18 00:00:00",0,3,3679.00000
26,9,2,99999,255.84300,25484.30000,2,"2019-12-18 00:00:00",0,3,500.00000
27,9,3,99999,174.69900,17369.90000,2,"2019-12-18 00:00:00",0,3,395.00000
28,10,1,99999,0.00000,999.99999,4,"2014-03-27 00:00:00",0,3,999.99999
29,10,2,99999,0.00000,999.99999,4,"2014-03-27 00:00:00",0,3,999.99999
30,10,3,99999,0.00000,999.99999,4,"2014-03-27 00:00:00",0,3,999.99999
31,11,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
32,11,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
33,11,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
34,12,1,99999,237.00600,23600.60000,2,"2019-12-18 00:00:00",0,3,5002.00000
35,12,2,99999,255.84300,25484.30000,2,"2019-12-18 00:00:00",0,3,590.00000
36,12,3,99999,229.40400,22840.40000,2,"2019-12-18 00:00:00",0,3,550.00000
37,13,1,99999,237.00600,23600.60000,4,"2019-12-18 00:00:00",0,3,4696.00000
38,13,2,99999,255.84300,25484.30000,4,"2019-12-18 00:00:00",0,3,0.00000
39,13,3,99999,229.40400,22840.40000,4,"2019-12-18 00:00:00",0,3,0.00000
40,14,1,99999,353.89200,35289.20000,2,"2019-12-18 00:00:00",0,3,7339.00000
41,14,2,99999,399.28350,39828.35000,2,"2019-12-18 00:00:00",0,3,999.99999
42,14,3,99999,349.39800,34839.80000,2,"2019-12-18 00:00:00",0,3,900.00000
43,15,1,99999,234.09750,23309.75000,2,"2019-12-18 00:00:00",0,3,4682.00000
44,15,2,99999,238.64400,23764.40000,2,"2019-12-18 00:00:00",0,3,590.00000
45,15,3,99999,211.72200,21072.20000,2,"2019-12-18 00:00:00",0,3,500.00000
46,16,1,99999,237.00600,23600.60000,2,"2019-12-18 00:00:00",0,3,5002.00000
47,16,2,99999,255.84300,25484.30000,2,"2019-12-18 00:00:00",0,3,590.00000
48,16,3,99999,229.40400,22840.40000,2,"2019-12-18 00:00:00",0,3,550.00000
49,17,1,99999,0.00000,320.00000,2,"2014-03-27 00:00:00",0,3,320.00000
50,17,2,99999,0.00000,350.00000,2,"2014-03-27 00:00:00",0,3,350.00000
51,17,3,99999,0.00000,350.00000,2,"2014-03-27 00:00:00",0,3,350.00000
52,18,1,99999,338.06850,33706.85000,2,"2019-12-18 00:00:00",0,3,5656.00000
53,18,2,99999,341.65950,34065.95000,2,"2019-12-18 00:00:00",0,3,960.00000
54,18,3,99999,315.49350,31449.35000,2,"2019-12-18 00:00:00",0,3,820.00000
58,20,1,99999,214.75650,21375.65000,2,"2019-12-18 00:00:00",0,3,4170.00000
59,20,2,99999,247.63200,24663.20000,2,"2019-12-18 00:00:00",0,3,690.00000
60,20,3,99999,199.30050,19830.05000,2,"2019-12-18 00:00:00",0,3,560.00000
61,21,1,99999,245.29050,24429.05000,2,"2019-12-18 00:00:00",0,3,4276.00000
62,21,2,99999,264.48450,26348.45000,2,"2019-12-18 00:00:00",0,3,690.00000
63,21,3,99999,204.19350,20319.35000,2,"2019-12-18 00:00:00",0,3,570.00000
64,22,1,99999,184.61100,18361.10000,2,"2019-12-18 00:00:00",0,3,4064.00000
65,22,2,99999,189.91350,18891.35000,2,"2019-12-18 00:00:00",0,3,590.00000
66,22,3,99999,173.31300,17231.30000,2,"2019-12-18 00:00:00",0,3,500.00000
67,23,1,99999,204.35100,20335.10000,2,"2019-12-18 00:00:00",0,3,4205.00000
68,23,2,99999,223.81800,22281.80000,2,"2019-12-18 00:00:00",0,3,650.00000
69,23,3,99999,190.64850,18964.85000,2,"2019-12-18 00:00:00",0,3,550.00000
70,24,1,99999,184.61100,18361.10000,2,"2019-12-18 00:00:00",0,3,5037.00000
71,24,2,99999,189.91350,18891.35000,2,"2019-12-18 00:00:00",0,3,650.00000
72,24,3,99999,173.31300,17231.30000,2,"2019-12-18 00:00:00",0,3,550.00000
73,25,1,99999,184.61100,18361.10000,2,"2019-12-18 00:00:00",0,3,5037.00000
74,25,2,99999,189.91350,18891.35000,2,"2019-12-18 00:00:00",0,3,614.28571
75,25,3,99999,173.31300,17231.30000,2,"2019-12-18 00:00:00",0,3,519.04761
76,26,1,99999,335.13900,33413.90000,2,"2019-12-18 00:00:00",0,3,5927.00000
77,26,2,99999,332.31450,33131.45000,2,"2019-12-18 00:00:00",0,3,599.00000
78,26,3,99999,207.93150,20693.15000,2,"2019-12-18 00:00:00",0,3,530.00000
82,28,1,99999,322.91700,32191.70000,2,"2019-12-18 00:00:00",0,3,7024.00000
83,28,2,99999,356.09700,35509.70000,2,"2019-12-18 00:00:00",0,3,860.00000
84,28,3,99999,311.96550,31096.55000,2,"2019-12-18 00:00:00",0,3,790.00000
85,29,1,99999,112.14000,11114.00000,2,"2019-12-18 00:00:00",0,3,1851.00000
86,29,2,99999,108.69600,10769.60000,2,"2019-12-18 00:00:00",0,3,390.00000
87,29,3,99999,103.99200,10299.20000,2,"2019-12-18 00:00:00",0,3,380.00000
91,31,1,99999,204.35100,20335.10000,4,"2019-12-18 00:00:00",0,3,3546.00000
92,31,2,99999,201.82050,20082.05000,4,"2019-12-18 00:00:00",0,3,0.00000
93,31,3,99999,190.64850,18964.85000,4,"2019-12-18 00:00:00",0,3,0.00000
97,33,1,99999,525.04200,52404.20000,2,"2019-12-18 00:00:00",0,3,8231.00000
98,33,2,99999,535.44750,53444.75000,2,"2019-12-18 00:00:00",0,3,990.00000
99,33,3,99999,450.58650,44958.65000,2,"2019-12-18 00:00:00",0,3,820.00000
103,35,1,99999,572.37600,57137.60000,4,"2019-12-18 00:00:00",0,3,9654.00000
104,35,2,99999,577.84650,57684.65000,4,"2019-12-18 00:00:00",0,3,999.99999
105,35,3,99999,502.57200,50157.20000,4,"2019-12-18 00:00:00",0,3,999.99999
106,36,1,99999,641.24550,64024.55000,2,"2019-12-18 00:00:00",0,3,14393.00000
107,36,2,99999,823.25250,82225.25000,2,"2019-12-18 00:00:00",0,3,999.99999
108,36,3,99999,676.08450,67508.45000,2,"2019-12-18 00:00:00",0,3,999.99999
109,37,1,99999,667.22250,66622.25000,2,"2019-12-18 00:00:00",0,3,11838.00000
110,37,2,99999,658.10850,65710.85000,2,"2019-12-18 00:00:00",0,3,999.99999
111,37,3,99999,649.07850,64807.85000,2,"2019-12-18 00:00:00",0,3,999.99999
121,41,1,99999,607.33050,60633.05000,2,"2019-12-18 00:00:00",0,3,9945.00000
122,41,2,99999,577.84650,57684.65000,2,"2019-12-18 00:00:00",0,3,110.00000
123,41,3,99999,540.88650,53988.65000,2,"2019-12-18 00:00:00",0,3,74.00000
127,43,1,99999,338.06850,33706.85000,2,"2019-12-18 00:00:00",0,3,999.99999
128,43,2,99999,0.00000,999.99999,2,"2014-03-27 00:00:00",0,3,999.99999
129,43,3,99999,0.00000,999.99999,2,"2014-03-27 00:00:00",0,3,999.99999
133,45,1,99999,525.04200,52404.20000,2,"2019-12-18 00:00:00",0,3,8231.00000
134,45,2,99999,584.93400,58393.40000,2,"2019-12-18 00:00:00",0,3,999.99999
135,45,3,99999,450.58650,44958.65000,2,"2019-12-18 00:00:00",0,3,999.99999
136,46,1,99999,525.04200,52404.20000,2,"2019-12-18 00:00:00",0,3,8231.00000
137,46,2,99999,584.93400,58393.40000,2,"2019-12-18 00:00:00",0,3,999.99999
138,46,3,99999,450.58650,44958.65000,2,"2019-12-18 00:00:00",0,3,999.99999
142,48,1,99999,525.04200,52404.20000,2,"2019-12-18 00:00:00",0,3,8231.00000
143,48,2,99999,584.93400,58393.40000,2,"2019-12-18 00:00:00",0,3,999.99999
144,48,3,99999,450.58650,44958.65000,2,"2019-12-18 00:00:00",0,3,999.99999
145,49,1,99999,656.01900,65501.90000,2,"2019-12-18 00:00:00",0,3,545.00000
146,49,2,99999,535.44750,53444.75000,2,"2019-12-18 00:00:00",0,3,545.00000
147,49,3,99999,0.00000,450.00000,2,"2014-03-27 00:00:00",0,3,450.00000
151,51,1,99999,180.05400,17905.40000,2,"2019-12-18 00:00:00",0,3,2905.00000
152,51,2,99999,170.75100,16975.10000,2,"2019-12-18 00:00:00",0,3,640.00000
153,51,3,99999,142.12800,14112.80000,2,"2019-12-18 00:00:00",0,3,540.00000
154,52,1,99999,525.04200,52404.20000,4,"2019-12-18 00:00:00",0,3,8229.00000
155,52,2,99999,584.93400,58393.40000,4,"2019-12-18 00:00:00",0,3,0.00000
156,52,3,99999,450.58650,44958.65000,4,"2019-12-18 00:00:00",0,3,0.00000
163,55,1,99999,525.04200,52404.20000,2,"2019-12-18 00:00:00",0,3,8231.00000
164,55,2,99999,584.93400,58393.40000,2,"2019-12-18 00:00:00",0,3,999.99999
165,55,3,99999,450.58650,44958.65000,2,"2019-12-18 00:00:00",0,3,999.99999
166,56,1,99999,149.18400,14818.40000,2,"2019-12-18 00:00:00",0,3,4193.00000
167,56,2,99999,242.09850,24109.85000,2,"2019-12-18 00:00:00",0,3,599.00000
168,56,3,99999,199.30050,19830.05000,2,"2019-12-18 00:00:00",0,3,500.00000
169,57,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
170,57,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
171,57,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
172,58,1,99999,188.19150,18719.15000,4,"2019-12-18 00:00:00",0,3,4192.00000
173,58,2,99999,242.09850,24109.85000,4,"2019-12-18 00:00:00",0,3,0.00000
174,58,3,99999,190.64850,18964.85000,4,"2019-12-18 00:00:00",0,3,0.00000
175,59,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
176,59,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
177,59,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
181,61,1,99999,525.04200,52404.20000,4,"2019-12-18 00:00:00",0,3,8229.00000
182,61,2,99999,584.93400,58393.40000,4,"2019-12-18 00:00:00",0,3,0.00000
183,61,3,99999,450.58650,44958.65000,4,"2019-12-18 00:00:00",0,3,0.00000
184,62,1,99999,525.04200,52404.20000,4,"2019-12-18 00:00:00",0,3,8229.00000
185,62,2,99999,584.93400,58393.40000,4,"2019-12-18 00:00:00",0,3,0.00000
186,62,3,99999,450.58650,44958.65000,4,"2019-12-18 00:00:00",0,3,0.00000
187,63,1,99999,542.92350,54192.35000,4,"2019-12-18 00:00:00",0,3,134.00000
188,63,2,99999,0.00000,129.90000,4,"2014-12-10 00:00:00",0,3,0.00000
189,63,3,99999,0.00000,129.90000,4,"2014-12-10 00:00:00",0,3,0.00000
190,64,1,99999,0.00000,-25.20000,4,"2014-12-10 00:00:00",0,3,-24.00000
191,64,2,99999,0.00000,-25.20000,4,"2014-12-10 00:00:00",0,3,0.00000
192,64,3,99999,0.00000,-25.20000,4,"2014-12-10 00:00:00",0,3,0.00000
193,65,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
194,65,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
195,65,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
196,66,1,99999,0.00000,600.00000,2,"2014-03-27 00:00:00",0,3,600.00000
197,66,2,99999,0.00000,600.00000,2,"2014-03-27 00:00:00",0,3,600.00000
198,66,3,99999,0.00000,600.00000,2,"2014-03-27 00:00:00",0,3,600.00000
199,67,1,99999,0.00000,882.30000,4,"2014-12-10 00:00:00",0,3,898.00000
200,67,2,99999,0.00000,939.50000,4,"2014-12-10 00:00:00",0,3,0.00000
201,67,3,99999,0.00000,776.70000,4,"2014-12-10 00:00:00",0,3,0.00000
205,69,1,99999,0.00000,0.00000,4,"2015-08-21 00:00:00",0,3,0.00000
206,69,2,99999,0.00000,0.00000,4,"2015-08-21 00:00:00",0,3,0.00000
207,69,3,99999,0.00000,0.00000,4,"2015-08-21 00:00:00",0,3,0.00000
208,70,1,99999,263.58150,26258.15000,2,"2019-12-18 00:00:00",0,3,4708.00000
209,70,2,99999,281.50500,28050.50000,2,"2019-12-18 00:00:00",0,3,610.00000
210,70,3,99999,251.27550,25027.55000,2,"2019-12-18 00:00:00",0,3,520.00000
211,71,1,99999,58.85250,5785.25000,4,"2019-12-18 00:00:00",0,3,2038.00000
212,71,2,99999,58.85250,5785.25000,4,"2019-12-18 00:00:00",0,3,0.00000
213,71,3,99999,58.83150,5783.15000,4,"2019-12-18 00:00:00",0,3,0.00000
223,75,1,99999,156.17700,15517.70000,2,"2019-12-18 00:00:00",0,3,3606.00000
224,75,2,99999,174.90900,17390.90000,2,"2019-12-18 00:00:00",0,3,580.00000
225,75,3,99999,158.93850,15793.85000,2,"2019-12-18 00:00:00",0,3,550.00000
226,76,1,99999,321.41550,32041.55000,2,"2019-12-18 00:00:00",0,3,5667.00000
227,76,2,99999,366.96450,36596.45000,2,"2019-12-18 00:00:00",0,3,950.00000
228,76,3,99999,257.11350,25611.35000,2,"2019-12-18 00:00:00",0,3,800.00000
229,77,1,99999,102.39600,10139.60000,2,"2019-12-18 00:00:00",0,3,1437.00000
230,77,2,99999,89.47050,8847.05000,2,"2019-12-18 00:00:00",0,3,700.00000
231,77,3,99999,66.99000,6599.00000,2,"2019-12-18 00:00:00",0,3,528.57142
232,78,1,99999,38.87100,3787.10000,2,"2019-12-18 00:00:00",0,3,478.00000
233,78,2,99999,41.26500,4026.50000,2,"2019-12-18 00:00:00",0,3,400.00000
234,78,3,99999,19.50900,1850.90000,2,"2019-12-18 00:00:00",0,3,233.33333
235,79,1,99999,38.87100,3787.10000,2,"2019-12-18 00:00:00",0,3,478.00000
236,79,2,99999,41.26500,4026.50000,2,"2019-12-18 00:00:00",0,3,999.99999
237,79,3,99999,39.00750,3800.75000,2,"2019-12-18 00:00:00",0,3,999.99999
244,82,1,99999,102.39600,10139.60000,2,"2019-12-18 00:00:00",0,3,1726.00000
245,82,2,99999,137.60250,13660.25000,2,"2019-12-18 00:00:00",0,3,450.00000
246,82,3,99999,68.29200,6729.20000,2,"2019-12-18 00:00:00",0,3,400.00000
262,88,1,99999,0.00000,350.00000,2,"2014-03-27 00:00:00",0,3,350.00000
263,88,2,99999,0.00000,350.00000,2,"2014-03-27 00:00:00",0,3,350.00000
264,88,3,99999,0.00000,340.00000,2,"2014-03-27 00:00:00",0,3,340.00000
265,89,1,99999,286.71300,28571.30000,2,"2019-12-18 00:00:00",0,3,200.00000
266,89,2,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
267,89,3,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
268,90,1,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
269,90,2,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
270,90,3,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
274,92,1,99999,307.18800,30618.80000,2,"2019-12-18 00:00:00",0,3,5858.00000
275,92,2,99999,355.53000,35453.00000,2,"2019-12-18 00:00:00",0,3,999.99999
276,92,3,99999,278.91150,27791.15000,2,"2019-12-18 00:00:00",0,3,999.99999
283,95,1,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
284,95,2,99999,0.00000,200.00000,2,"2014-03-27 00:00:00",0,3,200.00000
285,95,3,99999,19.50900,1850.90000,2,"2019-12-18 00:00:00",0,3,200.00000
286,96,1,99999,307.18800,30618.80000,2,"2019-12-18 00:00:00",0,3,5858.00000
287,96,2,99999,355.53000,35453.00000,2,"2019-12-18 00:00:00",0,3,999.99999
288,96,3,99999,296.03700,29503.70000,2,"2019-12-18 00:00:00",0,3,999.99999
289,97,1,99999,337.90050,33690.05000,2,"2019-12-18 00:00:00",0,3,6629.00000
290,97,2,99999,389.91750,38891.75000,2,"2019-12-18 00:00:00",0,3,999.99999
291,97,3,99999,342.79350,34179.35000,2,"2019-12-18 00:00:00",0,3,999.99999
292,98,1,99999,276.43350,27543.35000,2,"2019-12-18 00:00:00",0,3,350.00000
293,98,2,99999,0.00000,350.00000,2,"2014-03-27 00:00:00",0,3,350.00000
294,98,3,99999,93.51300,9251.30000,2,"2019-12-18 00:00:00",0,3,350.00000
322,108,1,99999,342.77250,34177.25000,2,"2019-12-18 00:00:00",0,3,5716.00000
323,108,2,99999,346.11150,34511.15000,2,"2019-12-18 00:00:00",0,3,650.00000
324,108,3,99999,331.61100,33061.10000,2,"2019-12-18 00:00:00",0,3,600.00000
337,113,1,99999,190.22850,18922.85000,2,"2019-12-18 00:00:00",0,3,3202.00000
338,113,2,99999,199.80450,19880.45000,2,"2019-12-18 00:00:00",0,3,340.00000
339,113,3,99999,174.99300,17399.30000,2,"2019-12-18 00:00:00",0,3,260.00000
355,119,1,99999,133.16100,13216.10000,2,"2019-12-18 00:00:00",0,3,2176.00000
356,119,2,99999,136.29000,13529.00000,2,"2019-12-18 00:00:00",0,3,560.00000
357,119,3,99999,128.96100,12796.10000,2,"2019-12-18 00:00:00",0,3,480.00000
361,121,1,99999,0.00000,32.00000,2,"2014-03-27 00:00:00",0,3,32.00000
362,121,2,99999,0.00000,342.00000,2,"2014-03-27 00:00:00",0,3,342.00000
363,121,3,99999,0.00000,342.00000,2,"2014-03-27 00:00:00",0,3,342.00000
373,125,1,99999,294.90300,29390.30000,2,"2019-12-18 00:00:00",0,3,5244.00000
374,125,2,99999,269.57700,26857.70000,2,"2019-12-18 00:00:00",0,3,550.00000
375,125,3,99999,257.90100,25690.10000,2,"2019-12-18 00:00:00",0,3,500.00000
376,126,1,99999,0.00000,710.00000,2,"2014-03-27 00:00:00",0,3,710.00000
377,126,2,99999,0.00000,750.00000,2,"2014-03-27 00:00:00",0,3,750.00000
378,126,3,99999,0.00000,680.00000,2,"2014-03-27 00:00:00",0,3,680.00000
379,127,1,99999,390.07500,38907.50000,2,"2019-12-18 00:00:00",0,3,8387.00000
380,127,2,99999,418.67700,41767.70000,2,"2019-12-18 00:00:00",0,3,900.00000
381,127,3,99999,366.57600,36557.60000,2,"2019-12-18 00:00:00",0,3,900.00000
391,131,1,99999,215.59650,21459.65000,2,"2019-12-18 00:00:00",0,3,3360.00000
392,131,2,99999,215.59650,21459.65000,2,"2019-12-18 00:00:00",0,3,340.00000
393,131,3,99999,184.22250,18322.25000,2,"2019-12-18 00:00:00",0,3,300.00000
394,132,1,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
395,132,2,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
396,132,3,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
400,134,1,99999,342.49950,34149.95000,4,"2019-12-18 00:00:00",0,3,7131.00000
401,134,2,99999,342.49950,34149.95000,4,"2019-12-18 00:00:00",0,3,0.00000
402,134,3,99999,368.42400,36742.40000,4,"2019-12-18 00:00:00",0,3,0.00000
403,135,1,99999,263.21400,26221.40000,4,"2019-12-18 00:00:00",0,3,4301.00000
404,135,2,99999,263.21400,26221.40000,4,"2019-12-18 00:00:00",0,3,0.00000
405,135,3,99999,214.78800,21378.80000,4,"2019-12-18 00:00:00",0,3,0.00000
406,136,1,99999,263.21400,26221.40000,4,"2019-12-18 00:00:00",0,3,4616.00000
407,136,2,99999,269.57700,26857.70000,4,"2019-12-18 00:00:00",0,3,0.00000
408,136,3,99999,236.96400,23596.40000,4,"2019-12-18 00:00:00",0,3,0.00000
409,137,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
410,137,2,99999,269.57700,26857.70000,4,"2019-12-18 00:00:00",0,3,0.00000
411,137,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
412,138,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
413,138,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
414,138,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
415,139,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
416,139,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
417,139,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
418,140,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
419,140,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
420,140,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
475,159,1,99999,257.48100,25648.10000,4,"2019-12-18 00:00:00",0,3,5394.00000
476,159,2,99999,275.19450,27419.45000,4,"2019-12-18 00:00:00",0,3,0.00000
477,159,3,99999,0.00000,5020.00000,4,"2014-03-27 00:00:00",0,3,0.00000
478,160,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
479,160,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
480,160,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
481,161,1,99999,0.00000,0.00000,3,"2014-03-27 00:00:00",0,3,0.00000
482,161,2,99999,0.00000,0.00000,3,"2014-03-27 00:00:00",0,3,0.00000
483,161,3,99999,0.00000,0.00000,3,"2014-03-27 00:00:00",0,3,0.00000
484,162,1,99999,0.00000,0.00000,4,"2014-08-05 00:00:00",0,3,0.00000
485,162,2,99999,0.00000,0.00000,4,"2014-08-05 00:00:00",0,3,0.00000
486,162,3,99999,0.00000,0.00000,4,"2014-08-05 00:00:00",0,3,0.00000
487,163,1,99999,0.00000,-100.00000,2,"2014-08-05 00:00:00",0,3,-100.00000
488,163,2,99999,0.00000,-100.00000,2,"2014-08-05 00:00:00",0,3,-100.00000
489,163,3,99999,0.00000,-100.00000,2,"2014-08-05 00:00:00",0,3,-100.00000
490,164,1,99999,0.00000,0.00000,4,"2014-04-28 00:00:00",0,3,0.00000
491,164,2,99999,0.00000,0.00000,4,"2014-04-28 00:00:00",0,3,0.00000
492,164,3,99999,0.00000,0.00000,4,"2014-04-28 00:00:00",0,3,0.00000
493,165,1,99999,0.00000,-100.00000,2,"2014-04-28 00:00:00",0,3,-100.00000
494,165,2,99999,0.00000,-100.00000,2,"2014-04-28 00:00:00",0,3,-100.00000
495,165,3,99999,0.00000,-100.00000,2,"2014-04-28 00:00:00",0,3,-100.00000
496,166,1,99999,0.00000,480.00000,2,"2014-04-28 00:00:00",0,3,480.00000
497,166,2,99999,182.28000,18128.00000,2,"2019-12-18 00:00:00",0,3,380.00000
498,166,3,99999,0.00000,3237.00000,2,"2014-04-28 00:00:00",0,3,480.00000
505,169,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
506,169,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
507,169,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
508,170,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
509,170,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
510,170,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
511,171,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
512,171,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
513,171,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
514,172,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
515,172,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
516,172,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
517,173,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
518,173,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
519,173,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
520,174,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
521,174,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
522,174,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
523,175,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
524,175,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
525,175,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
526,176,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
527,176,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
528,176,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
529,177,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
530,177,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
531,177,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
532,178,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
533,178,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
534,178,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
535,179,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
536,179,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
537,179,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
538,180,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
539,180,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
540,180,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
541,181,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
542,181,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
543,181,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
544,182,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
545,182,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
546,182,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
547,183,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
548,183,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
