Sku;Producto;Precio;;;;;;;;;;;;;;;;;;;;
1897;CONTROL REMOTO UNIVERSAL; $1590.00;;;;;;;;;;;;;;;;;;;;
811;Controlador para panel LED 12 W; $1624.00;;;;;;;;;;;;;;;;;;;;
1708;CONTROLADOR PARA PANEL LED 18W; $1703.25;;;;;;;;;;;;;;;;;;;;
813;Controlador para panel LED 24 W; $2082.00;;;;;;;;;;;;;;;;;;;;
814;Controlador para panel LED 48 W -sin stock; $6370.75;;;;;;;;;;;;;;;;;;;;
933;CORREA P/PERSIANAS ESTANDAR LIVIANA X 50MT; $18623.50;;;;;;;;;;;;;;;;;;;;
932;CORREA P/PERSIANAS PESADA X 50MT; $27554.75;;;;;;;;;;;;;;;;;;;;
1232;Cortacerco 18 V - ion litio; $95782.25;;;;;;;;;;;;;;;;;;;;
2134;Cortacercos Kushiro CCM26; $199215.00;;;;;;;;;;;;;;;;;;;;
1084;Cortadora de barba y cabello-sin stock-; $19252.00;;;;;;;;;;;;;;;;;;;;
1086;Cortadora de cabello-sin stock-; $12053.50;;;;;;;;;;;;;;;;;;;;
626;Cortadora de cerámicos ancha-Cortes hasta 14 mm de espesor; $198900.00;;;;;;;;;;;;;;;;;;;;
629;Cortadora de cerámicos de 600 mm; $50638.50;;;;;;;;;;;;;;;;;;;;
630;Cortadora de cerámicos profesional -sin stock; $93648.75;;;;;;;;;;;;;;;;;;;;
2133;Cortaperno 18; $19798.25;;;;;;;;;;;;;;;;;;;;
2128;Crique carro corto 2 t; $54994.50;;;;;;;;;;;;;;;;;;;;
137;CRIQUET TEN 25mm DE ANCHO GANCHO J - 4m CMR 1500 Kg; $13111.50;;;;;;;;;;;;;;;;;;;;
136;CRIQUET TEN 50mm DE ANCHO GANCHO J - 9m CMR 5000 Kg -sin stock; $36191.00;;;;;;;;;;;;;;;;;;;;
135;CRIQUET TEN. 50mm DE ANCHO GANCHO J - 6m CMR 5000 Kg; $30951.75;;;;;;;;;;;;;;;;;;;;
968;CUBETA DE PINTOR 15LT; $1980.25;;;;;;;;;;;;;;;;;;;;
1043;CUBETA REFORZADA (50X36X12); $5588.00;;;;;;;;;;;;;;;;;;;;
994;CUBREJU. SANITARIO PVC BLANCO -GEKO; $9335.00;;;;;;;;;;;;;;;;;;;;
1964;CUBREPILETAS LONA RAFIALON 2X4 AZUL; $11014.75;;;;;;;;;;;;;;;;;;;;
998;CUBREPILETAS LONA RAFIALON 2X4 VERDE; $11014.75;;;;;;;;;;;;;;;;;;;;
1967;CUBREPILETAS LONA RAFIALON 3X3 AZUL; $12268.00;;;;;;;;;;;;;;;;;;;;
952;CUBREPILETAS LONA RAFIALON 3X3 VERDE - sin stock; $12268.00;;;;;;;;;;;;;;;;;;;;
1966;CUBREPILETAS LONA RAFIALON 4X4 AZUL; $20776.50;;;;;;;;;;;;;;;;;;;;
953;CUBREPILETAS LONA RAFIALON 4X4 VERDE; $20776.50;;;;;;;;;;;;;;;;;;;;
1965;CUBREPILETAS LONA RAFIALON 6X4 AZUL; $30867.75;;;;;;;;;;;;;;;;;;;;
954;CUBREPILETAS LONA RAFIALON 6X4 VERDE; $30867.75;;;;;;;;;;;;;;;;;;;;
1002;CUBREPILETAS LONA RAFIALON 8X4 AZUL -sin stock; $41546.25;;;;;;;;;;;;;;;;;;;;
972;CUBREPILETAS NAYLON 4.50X2.20MT -sin stock; $7341.00;;;;;;;;;;;;;;;;;;;;
1114;Cuchara Albañil 7; $3510.75;;;;;;;;;;;;;;;;;;;;
1115;Cuchara Albañil 7R; $3638.00;;;;;;;;;;;;;;;;;;;;
1116;Cuchara Albañil 8; $3784.00;;;;;;;;;;;;;;;;;;;;
1117;Cuchara Albañil 8R; $3805.00;;;;;;;;;;;;;;;;;;;;
1474;CUCHARA MES. MAD. DYNAMIC X12 -sin stock; $23241.75;;;;;;;;;;;;;;;;;;;;
1475;CUCHARA MES. NEW KOLOR NEG. X12 -sin stock; $9980.00;;;;;;;;;;;;;;;;;;;;
1476;CUCHARA TE MAD. DYNAMIC X12 -sin stock; $15002.25;;;;;;;;;;;;;;;;;;;;
1477;CUCHARA TE NEW KOLOR NEG. X12 -sin stock; $5496.75;;;;;;;;;;;;;;;;;;;;
1451;CUCHILLO 5 AC. CARB. TRAMONTINA; $1724.25;;;;;;;;;;;;;;;;;;;;
393;CUCHILLO ARTESANAL CON VAINA; $7622.25;;;;;;;;;;;;;;;;;;;;
1798;CUCHILLO CAMPERO 14CM; $7650.00;;;;;;;;;;;;;;;;;;;;
1799;CUCHILLO CAMPERO 16CM; $9731.00;;;;;;;;;;;;;;;;;;;;
1800;CUCHILLO CAMPERO 18/20CM; $11291.50;;;;;;;;;;;;;;;;;;;;
1478;CUCHILLO MAD. DYNAMIC X12 -sin stock; $19592.50;;;;;;;;;;;;;;;;;;;;
1479;CUCHILLO NEW KOLOR NEG. X12 -sin stock; $10549.75;;;;;;;;;;;;;;;;;;;;
803;Cuenta litros; $116588.50;;;;;;;;;;;;;;;;;;;;
1334;CUERDA POLIE. TREN. REDO. P/MOTOS. 3mm (valor por metro) -sin stock; $81.51;;;;;;;;;;;;;;;;;;;;
1335;CUERDA POLIE. TREN. REDO. P/MOTOS. 4mm (valor por metro); $135.00;;;;;;;;;;;;;;;;;;;;
1336;CUERDA POLIE. TREN. REDO. P/MOTOS. 5mm (valor por metro); $186.50;;;;;;;;;;;;;;;;;;;;
2145;CURVA TERMOPLAST VTR020 3/4 20MM; $397.50;;;;;;;;;;;;;;;;;;;;
2146;CURVA TERMOPLAST VTR022 7/8 22MM; $475.75;;;;;;;;;;;;;;;;;;;;
2147;CURVA TERMOPLAST VTR025 1 25MM; $510.25;;;;;;;;;;;;;;;;;;;;
153;Cutter hoja 18 mm; $1633.50;;;;;;;;;;;;;;;;;;;;
154;Cutter premium 18 mm -sin stock; $3267.00;;;;;;;;;;;;;;;;;;;;
1410;CUÑA NIVELADORA PORCELANATO -sin stock; $28.00;;;;;;;;;;;;;;;;;;;;
1088;Desagüe lineal 01A 30 cm; $61410.75;;;;;;;;;;;;;;;;;;;;
1089;Desagüe lineal 01A 50 cm-sin stock-; $73326.00;;;;;;;;;;;;;;;;;;;;
1090;Desagüe lineal 01A 70 cm; $87991.25;;;;;;;;;;;;;;;;;;;;
1091;Desagüe lineal 02A 30 cm-sin stock-; $61410.75;;;;;;;;;;;;;;;;;;;;
1092;Desagüe lineal 06A 30 cm; $61410.75;;;;;;;;;;;;;;;;;;;;
1093;Desagüe lineal 06A 50 cm-sin stock-; $73326.00;;;;;;;;;;;;;;;;;;;;
1094;Desagüe lineal 06A 70 cm; $87991.25;;;;;;;;;;;;;;;;;;;;
1100;Descarga con sifón clásica GL362C; $19248.25;;;;;;;;;;;;;;;;;;;;
1101;Descarga con sifón cuadrada GL362CA; $41979.25;;;;;;;;;;;;;;;;;;;;
1102;Descarga con sifón minimalista GL362M; $29330.50;;;;;;;;;;;;;;;;;;;;
1103;Descarga con sifón pipa GL362P; $10082.50;;;;;;;;;;;;;;;;;;;;
1104;Descarga con sifón recta GL362R; $19981.50;;;;;;;;;;;;;;;;;;;;
1137;Desmalezadora DMI52LP; $122040.25;;;;;;;;;;;;;;;;;;;;
999;Desmalezadora profesional DK52JR -sin stock; $190844.75;;;;;;;;;;;;;;;;;;;;
1460;Desoldadora de estaño; $2214.50;;;;;;;;;;;;;;;;;;;;
771;Destornillador Phillips PH 1x100; $1210.00;;;;;;;;;;;;;;;;;;;;
770;Destornillador Phillips PH 2x150; $1613.25;;;;;;;;;;;;;;;;;;;;
769;Destornillador Phillips PH 2x200; $2071.50;;;;;;;;;;;;;;;;;;;;
768;Destornillador Phillips PH 3x250; $2749.75;;;;;;;;;;;;;;;;;;;;
767;Destornillador Plano 3x75; $935.00;;;;;;;;;;;;;;;;;;;;
766;Destornillador Plano 5x100; $1210.00;;;;;;;;;;;;;;;;;;;;
765;Destornillador Plano 6x150; $1613.25;;;;;;;;;;;;;;;;;;;;
764;Destornillador Plano 8x200; $2566.50;;;;;;;;;;;;;;;;;;;;
1607;Detector de voltaje digital DVOL89U -sin stock; $1823.25;;;;;;;;;;;;;;;;;;;;
1762;DIBAPLAST - FICHA P/PLANCHA BAK.NG. 974220; $532.00;;;;;;;;;;;;;;;;;;;;
217;DILUYENTE AGUARRAS 950CC; $2300.00;;;;;;;;;;;;;;;;;;;;
1550;DISCO 115 X 1.0 X 22 BNA -NORTON; $687.75;;;;;;;;;;;;;;;;;;;;
1551;DISCO 115 X 1.6 X 22 BNA -NORTON; $630.00;;;;;;;;;;;;;;;;;;;;
1552;DISCO 180 X 1.6 X 22 BNA -NORTON; $969.25;;;;;;;;;;;;;;;;;;;;
654;Disco de corte 115 X 1,2 mm-VALOR POR UNIDAD; $435.75;;;;;;;;;;;;;;;;;;;;
207;Disco de corte 115x1,0 x 22,3-valor por unidad; $435.75;;;;;;;;;;;;;;;;;;;;
208;Disco de corte 115x1,6 x 22,3 - valor por unidad; $472.00;;;;;;;;;;;;;;;;;;;;
209;Disco de corte 180x1,6 x 22,3-valor por unidad; $1107.25;;;;;;;;;;;;;;;;;;;;
323;Disco de corte 230 X 1,9 mm -sin stock; $1760.75;;;;;;;;;;;;;;;;;;;;
445;Disco de corte continuo para mampostería 115 mm-sin stock-; $2475.00;;;;;;;;;;;;;;;;;;;;
1777;DISCO DE CORTE OX. ALUMINIO 180X22MM. 3.2MM; $640.00;;;;;;;;;;;;;;;;;;;;
225;Disco de corte segmentado para concreto y granito 115 mm BAROVO -sin stock; $3539.25;;;;;;;;;;;;;;;;;;;;
226;Disco de corte segmentado para concreto y granito 180 mm -sin stock; $8712.00;;;;;;;;;;;;;;;;;;;;
227;Disco de corte segmentado para concreto y granito 230 mm-sin stock-; $15336.75;;;;;;;;;;;;;;;;;;;;
619;Disco de corte segmentado para mampostería 115 mm -sin stock; $2994.75;;;;;;;;;;;;;;;;;;;;
431;Disco de corte turbo para granito y mármol 115 mm; $3176.25;;;;;;;;;;;;;;;;;;;;
446;Disco de corte turbo para granito y mármol 180 mm; $7532.25;;;;;;;;;;;;;;;;;;;;
430;Disco de desbaste 4 1/2 espesor 4,8 mm; $871.25;;;;;;;;;;;;;;;;;;;;
1778;DISCO DE DESBASTE OX. ALUMINIO 180X22MM. 6MM.; $800.00;;;;;;;;;;;;;;;;;;;;
1407;Disco de lija 120 (VALOR POR UNIDAD) -sin stock; $145.25;;;;;;;;;;;;;;;;;;;;
585;Disco de lija 150 (VALOR POR UNIDAD) -sin stock; $145.25;;;;;;;;;;;;;;;;;;;;
587;Disco de lija 180 (VALOR POR UNIDAD) -sin stock; $145.25;;;;;;;;;;;;;;;;;;;;
584;Disco de lija 240 (VALOR POR UNIDAD) -sin stock; $145.25;;;;;;;;;;;;;;;;;;;;
352;Disco de lija 40 - VALOR POR UNIDAD -sin stock; $145.25;;;;;;;;;;;;;;;;;;;;
472;Disco de lija 60 (VALOR POR UNIDAD) -sin stock; $145.25;;;;;;;;;;;;;;;;;;;;
473;Disco de lija 80 (VALOR POR UNIDAD); $145.25;;;;;;;;;;;;;;;;;;;;
1694;DISCO DIAMANTADO AA MASTER SEG. 180x22,23; $15659.75;;;;;;;;;;;;;;;;;;;;
1695;DISCO DIAMANTADO CORTE Y DESBASTE 115x22,23; $44424.00;;;;;;;;;;;;;;;;;;;;
1693;DISCO DIAMANTADO ELEMENT SEG. 110x22,23; $5181.25;;;;;;;;;;;;;;;;;;;;
1692;DISCO DIAMANTADO ELEMENT. CONT. 110x22,23; $4361.50;;;;;;;;;;;;;;;;;;;;
386;Disco flap de diamantano 4,5 / 120 - VALOR POR UNIDAD-; $1584.50;;;;;;;;;;;;;;;;;;;;
387;Disco flap de diamantano 4,5 / 40-VALOR POR UNIDAD-; $1584.50;;;;;;;;;;;;;;;;;;;;
388;Disco flap de diamantano 4,5 / 60 - VALOR POR UNIDAD-; $1584.50;;;;;;;;;;;;;;;;;;;;
389;Disco flap de diamantano 4,5 / 80-VALOR POR UNIDAD-; $1584.50;;;;;;;;;;;;;;;;;;;;
353;Disco flap de óxido de aluminio 4,5 / 120 - VALOR POR UNIDAD-; $1425.00;;;;;;;;;;;;;;;;;;;;
384;Disco flap de óxido de aluminio 4,5 / 40 - VALOR POR UNIDAD-; $1425.00;;;;;;;;;;;;;;;;;;;;
385;Disco flap de óxido de aluminio 4,5 / 60 - VALOR POR UNIDAD-; $1425.00;;;;;;;;;;;;;;;;;;;;
354;Disco flap de óxido de aluminio 4,5 / 80 - VALOR POR UNIDAD-; $1425.00;;;;;;;;;;;;;;;;;;;;
491;DISCO MADERA 4-1/2; $1845.25;;;;;;;;;;;;;;;;;;;;
2096;Disco para madera 4 24 dientes; $8249.25;;;;;;;;;;;;;;;;;;;;
2097;Disco para madera 4 40 dientes; $14482.00;;;;;;;;;;;;;;;;;;;;
1123;Distanciómetro láser 100 m ion-litio DDLI-100L; $62108.25;;;;;;;;;;;;;;;;;;;;
1027;Distanciómetro láser 40 m; $37834.25;;;;;;;;;;;;;;;;;;;;
263;DUCHA CUADRADA AC.INOX. 20CM ECO. -sin stock; $9067.00;;;;;;;;;;;;;;;;;;;;
1308;Ducha termostática exterior con barral Chiese -sin stock; $238309.50;;;;;;;;;;;;;;;;;;;;
1862;Duchador de mano simple; $2904.00;;;;;;;;;;;;;;;;;;;;
115;E. Anteojo Negro, K, Patilla recta regulable -sin stock; $2297.25;;;;;;;;;;;;;;;;;;;;
114;E. Anteojo transparente, K, Patilla recta regulable; $2297.25;;;;;;;;;;;;;;;;;;;;
1105;Elecrobomba presurizadora 100 W conector de bronce GRS100A; $66360.25;;;;;;;;;;;;;;;;;;;;
1106;Electobomba presurizadora 100W C/conector de fundición GRS100B -sin stock; $70209.75;;;;;;;;;;;;;;;;;;;;
1082;Electrobomba Periférica 1/2 HP PP -sin stock; $45828.75;;;;;;;;;;;;;;;;;;;;
407;Electrobomba periférica Kushiro 1/2 HP; $62254.50;;;;;;;;;;;;;;;;;;;;
2154;Electrobomba presurizadora 245 W conector de bronce; $100365.00;;;;;;;;;;;;;;;;;;;;
973;Electrobomba presurizadora GRS100C-kushiro; $63243.75;;;;;;;;;;;;;;;;;;;;
1459;Electrobomba presurizadora GRS245C; $109989.00;;;;;;;;;;;;;;;;;;;;
410;Electrobomba sumergible 1 HP para aguas turbias 750W; $79587.75;;;;;;;;;;;;;;;;;;;;
2152;Electrobomba sumergible 1/2 HP para aguas turbias 375W; $77450.75;;;;;;;;;;;;;;;;;;;;
1034;Electrobomba sumergible 1HP KUSHIRO -sin stock; $230995.25;;;;;;;;;;;;;;;;;;;;
1035;Electrobomba sumergible Kushiro 1,5 HP -sin stock; $315302.00;;;;;;;;;;;;;;;;;;;;
1164;ELECTRODOS 2,00,MM x 20kg - OK; $203175.00;;;;;;;;;;;;;;;;;;;;
1165;ELECTRODOS 2,50MM x 20kg - OK; $185500.00;;;;;;;;;;;;;;;;;;;;
1166;ELECTRODOS 3,25MM x 20kg - OK; $173850.00;;;;;;;;;;;;;;;;;;;;
1549;Encendedor BIC mini Blister x12 -sin stock; $3993.00;;;;;;;;;;;;;;;;;;;;
1548;Encendedor tactil eléctronico recargable -sin stock; $3403.25;;;;;;;;;;;;;;;;;;;;
2083;Engrampadora Barovo BE416; $41015.00;;;;;;;;;;;;;;;;;;;;
2084;Engrampadora Barovo BE616; $39843.00;;;;;;;;;;;;;;;;;;;;
529;Engrampadora clavadora metálica-BAROVO; $8349.00;;;;;;;;;;;;;;;;;;;;
157;Engrampadora Miles ABS-sin stock-; $6624.75;;;;;;;;;;;;;;;;;;;;
761;Engrampadora y clavadora BEC21-BAROVO; $50222.25;;;;;;;;;;;;;;;;;;;;
205;Equipo de pintar KUSHIRO 500 W - 600 w; $53040.00;;;;;;;;;;;;;;;;;;;;
67;ESCALERA 5 ESCALONES; $85849.50;;;;;;;;;;;;;;;;;;;;
68;ESCALERA 6 ESCALONES; $99280.50;;;;;;;;;;;;;;;;;;;;
69;ESCALERA 7 ESCALONES; $121060.50;;;;;;;;;;;;;;;;;;;;
70;ESCALERA 8 ESCALONES; $133947.00;;;;;;;;;;;;;;;;;;;;
746;Escalera de aluminio COMERCIAL de 3 escalones 63CM; $56718.75;;;;;;;;;;;;;;;;;;;;
66;Escalera de aluminio COMERCIAL de 4 escalones; $71148.00;;;;;;;;;;;;;;;;;;;;
745;Escalera de aluminio COMERCIAL de 9 escalones; $148648.50;;;;;;;;;;;;;;;;;;;;
63;Escalera de aluminio MULTIPROPOSITO de 4x3; $118142.50;;;;;;;;;;;;;;;;;;;;
64;Escalera de aluminio MULTIPROPOSITO de 4x4; $142998.26;;;;;;;;;;;;;;;;;;;;
65;Escalera de aluminio MULTIPROPOSITO de 4x5 -sin stock; $167590.75;;;;;;;;;;;;;;;;;;;;
681;ESCUADRA DOBLE 1/2 BRONCEADA CERRADA; $4526.50;;;;;;;;;;;;;;;;;;;;
210;Escuadra magnética para soldador 3; $3357.75;;;;;;;;;;;;;;;;;;;;
620;Escuadra magnética para soldador 4; $5354.25;;;;;;;;;;;;;;;;;;;;
621;Escuadra magnética para soldador 5; $8893.50;;;;;;;;;;;;;;;;;;;;
680;ESCUADRA SIMPLE 1/2 BRONCEADA CERRADA; $2808.25;;;;;;;;;;;;;;;;;;;;
1425;Eslinga 4m. c/gancho; $1684.75;;;;;;;;;;;;;;;;;;;;
1426;Eslinga Bici/Moto c/llave; $4380.00;;;;;;;;;;;;;;;;;;;;
1250;Eslinga con llave VERDE/NEGRA ESL002VN-sin stock; $12465.50;;;;;;;;;;;;;;;;;;;;
487;Eslinga para bicicleta 12 mm × 1200 mm negra; $3993.00;;;;;;;;;;;;;;;;;;;;
1825;Eslinga para bicicleta 15 mm × 1200 mm Azul; $7124.00;;;;;;;;;;;;;;;;;;;;
2003;Eslinga para bicicleta 8 mm × 1200 mm AZUL; $3519.75;;;;;;;;;;;;;;;;;;;;
2002;Eslinga para bicicleta 8 mm × 1200 mm NEGRA; $3519.75;;;;;;;;;;;;;;;;;;;;
1251;Eslinga para bicicleta 8 mm × 1200 mm ROJA; $3519.75;;;;;;;;;;;;;;;;;;;;
501;Eslinga para motocicleta 22 mm × 1200 mm; $9438.00;;;;;;;;;;;;;;;;;;;;
1138;ESPATULA PINTOR 1 (2,5CM); $1081.50;;;;;;;;;;;;;;;;;;;;
1139;ESPATULA PINTOR 1 1/2 (4CM); $1173.25;;;;;;;;;;;;;;;;;;;;
1147;ESPATULA PINTOR 10 (24CM); $5619.75;;;;;;;;;;;;;;;;;;;;
1140;ESPATULA PINTOR 2 (5CM); $1265.25;;;;;;;;;;;;;;;;;;;;
1141;ESPATULA PINTOR 2 1/2 (6CM); $1381.00;;;;;;;;;;;;;;;;;;;;
1142;ESPATULA PINTOR 3 (8CM); $1495.51;;;;;;;;;;;;;;;;;;;;
1143;ESPATULA PINTOR 4 (10CM); $1703.00;;;;;;;;;;;;;;;;;;;;
1144;ESPATULA PINTOR 5 (12CM); $1829.25;;;;;;;;;;;;;;;;;;;;
1145;ESPATULA PINTOR 6 (15CM); $1955.50;;;;;;;;;;;;;;;;;;;;
1146;ESPATULA PINTOR 8 (20CM); $4591.75;;;;;;;;;;;;;;;;;;;;
1009;ESPUMA EXPAN. TEKBOND 300ML; $6300.00;;;;;;;;;;;;;;;;;;;;
1010;ESPUMA EXPAN. TEKBOND 500ML-sin stock; $8500.00;;;;;;;;;;;;;;;;;;;;
2105;Estaca solar efecto llama; $22822.75;;;;;;;;;;;;;;;;;;;;
2106;Estaca solar LED; $2511.50;;;;;;;;;;;;;;;;;;;;
982;ESTAN.2MOD.VERO BASR.TAP-4000/2-JELUZ; $1517.00;;;;;;;;;;;;;;;;;;;;
1153;ESTOPA BLANCA 1ra. PINTOR X 300G; $779.50;;;;;;;;;;;;;;;;;;;;
610;Estufa Electrica A Cuarzo 600/1200 Watts; $13043.75;;;;;;;;;;;;;;;;;;;;
1202;ESTUFA HORIZONTAL; $8276.00;;;;;;;;;;;;;;;;;;;;
1203;ESTUFA INFRA. TILCARA 1200W; $15578.75;;;;;;;;;;;;;;;;;;;;
1201;ESTUFA VERTICAL STANDARD; $7684.75;;;;;;;;;;;;;;;;;;;;
1159;EXTENSOR ALUMINIO PREMIUM 3MTS -sin stock; $26472.50;;;;;;;;;;;;;;;;;;;;
1160;EXTENSOR ALUMINIO PREMIUM 4MTS - sin stock; $33683.00;;;;;;;;;;;;;;;;;;;;
1706;FAJA LUMBAR PREMIUM TALLE 2XL; $22206.25;;;;;;;;;;;;;;;;;;;;
1704;FAJA LUMBAR PREMIUM TALLE L; $22206.25;;;;;;;;;;;;;;;;;;;;
1703;FAJA LUMBAR PREMIUM TALLE M; $22206.25;;;;;;;;;;;;;;;;;;;;
1705;FAJA LUMBAR PREMIUM TALLE XL; $22206.25;;;;;;;;;;;;;;;;;;;;
1650;Farol - linterna camping 3 W; $12069.75;;;;;;;;;;;;;;;;;;;;
105;FICHA 250V NARANJA HEMBRA RICHI -sin stock; $798.50;;;;;;;;;;;;;;;;;;;;
104;FICHA 250V NARANJA MACHO RICHI -sin stock; $857.75;;;;;;;;;;;;;;;;;;;;
857;Ficha macho 3 patas 20A marfil; $1464.25;;;;;;;;;;;;;;;;;;;;
96;FICHA MACHO BLANCA KALOP; $731.00;;;;;;;;;;;;;;;;;;;;
1445;FICHA RICHI SALIDA LONGIT. 250V. 10A. MARFIL HEMBRA -sin stock; $1037.00;;;;;;;;;;;;;;;;;;;;
1439;FICHA RICHI SALIDA LONGIT. 250V. 10A. MARFIL MACHO; $1114.00;;;;;;;;;;;;;;;;;;;;
870;FICHA TRIPLE ADAPTADOR CHATO; $732.25;;;;;;;;;;;;;;;;;;;;
99;FICHAS HEMBRA BLANCA KALOP; $807.75;;;;;;;;;;;;;;;;;;;;
98;FICHAS HEMBRA NEGRA KALOP; $807.75;;;;;;;;;;;;;;;;;;;;
97;FICHAS MACHO NEGRA KALOP; $731.00;;;;;;;;;;;;;;;;;;;;
1627;FIELTRO PARA EXTRACTOR DE AIRE; $840.00;;;;;;;;;;;;;;;;;;;;
1601;FLEXIBLE AGUA PVC 30CM; $602.25;;;;;;;;;;;;;;;;;;;;
1666;FLEXIBLE AGUA PVC 40CM; $726.25;;;;;;;;;;;;;;;;;;;;
1667;FLEXIBLE AGUA PVC 50CM; $841.25;;;;;;;;;;;;;;;;;;;;
1602;FLEXIBLE AGUA PVC 60CM; $1009.50;;;;;;;;;;;;;;;;;;;;
1567;Flexible corrugado 1/2 × 30 cm - rosca macho fija; $4900.50;;;;;;;;;;;;;;;;;;;;
1841;Flexible corrugado 1/2 × 40 cm - rosca macho ajustable; $5989.50;;;;;;;;;;;;;;;;;;;;
1568;Flexible corrugado 1/2 × 40 cm - rosca macho fija; $5445.00;;;;;;;;;;;;;;;;;;;;
1842;Flexible corrugado 1/2 × 50 cm - rosca macho ajustable; $6352.50;;;;;;;;;;;;;;;;;;;;
1569;Flexible corrugado 1/2 × 50 cm - rosca macho fija; $5808.00;;;;;;;;;;;;;;;;;;;;
1843;Flexible corrugado 3/4 × 30 cm - rosca macho ajustable; $8258.25;;;;;;;;;;;;;;;;;;;;
1844;Flexible corrugado 3/4 × 40 cm - rosca macho ajustable; $8893.50;;;;;;;;;;;;;;;;;;;;
1845;Flexible corrugado 3/4 × 50 cm - rosca macho ajustable; $9528.75;;;;;;;;;;;;;;;;;;;;
1848;Flexible mallado 1/2 × 30 cm - Rosca macho ajustable; $3357.75;;;;;;;;;;;;;;;;;;;;
1849;Flexible mallado 1/2 × 30 cm - Rosca macho fija; $2359.50;;;;;;;;;;;;;;;;;;;;
1850;Flexible mallado 1/2 × 40 cm - Rosca macho ajustable; $3630.00;;;;;;;;;;;;;;;;;;;;
1851;Flexible mallado 1/2 × 40 cm - Rosca macho fija; $2631.75;;;;;;;;;;;;;;;;;;;;
1873;Flexible PVC 1/2 × 20 cm; $1034.75;;;;;;;;;;;;;;;;;;;;
1874;Flexible PVC 1/2 × 30 cm; $1179.75;;;;;;;;;;;;;;;;;;;;
1875;Flexible PVC 1/2 × 40 cm; $1343.25;;;;;;;;;;;;;;;;;;;;
1863;Flexible PVC 1/2 × 50 cm; $1470.25;;;;;;;;;;;;;;;;;;;;
740;Formón profesional 18 mm -sin stock; $5354.25;;;;;;;;;;;;;;;;;;;;
741;Formón profesional 25 mm; $5626.50;;;;;;;;;;;;;;;;;;;;
1437;FOTOCEL C/SENS.ORIENT. 1200W; $5358.00;;;;;;;;;;;;;;;;;;;;
1473;FOTOCEL P/TODO TIPO LAMP. 1200W; $5103.00;;;;;;;;;;;;;;;;;;;;
1438;FOTOCEL. ELECT.3 CABL. 1200W; $5031.00;;;;;;;;;;;;;;;;;;;;
1014;FRATACHO 12X25 MADERA; $2586.50;;;;;;;;;;;;;;;;;;;;
1015;FRATACHO 12X30 MADERA -sin stock; $2836.00;;;;;;;;;;;;;;;;;;;;
1016;FRATACHO 12X35 MADERA; $3063.00;;;;;;;;;;;;;;;;;;;;
1017;FRATACHO 12X40 MADERA -sin stock; $3312.50;;;;;;;;;;;;;;;;;;;;
1158;FRATACHO ABRASIVO GR.GRUESO; $2458.00;;;;;;;;;;;;;;;;;;;;
1157;FRATACHO ABRASIVO GR.MEDIANO; $2458.00;;;;;;;;;;;;;;;;;;;;
921;FRATACHO CON GOMA ESPUMA 20CM -sin stock; $865.75;;;;;;;;;;;;;;;;;;;;
1782;FRATACHO DE ALGARROBO 12X25; $2413.25;;;;;;;;;;;;;;;;;;;;
1783;FRATACHO DE ALGARROBO 12X30; $2450.25;;;;;;;;;;;;;;;;;;;;
1784;FRATACHO DE ALGARROBO 12X35; $2858.75;;;;;;;;;;;;;;;;;;;;
1785;FRATACHO DE ALGARROBO 12X40; $3090.50;;;;;;;;;;;;;;;;;;;;
920;FRATACHO PLASTICO REF.P/GRUESO 12X30CM; $1311.50;;;;;;;;;;;;;;;;;;;;
2098;Fresadora eléctrica 1200 W; $123187.75;;;;;;;;;;;;;;;;;;;;
469;FUMIGADOR Y PULVERIZADOR DE PRESION MANUAL ALEBA 2L. -sin stock; $4991.25;;;;;;;;;;;;;;;;;;;;
995;GANCHO 1 CLAVO X 20UN. GEKO-; $3017.00;;;;;;;;;;;;;;;;;;;;
996;GANCHO 3 CLAVOS X 10UN-GEKO; $3017.00;;;;;;;;;;;;;;;;;;;;
1572;Gancho plástico para soga elástica; $363.00;;;;;;;;;;;;;;;;;;;;
656;GAS LLAMITA CHICO -sin stock; $1927.25;;;;;;;;;;;;;;;;;;;;
657;GAS LLAMITA GRANDE; $2164.25;;;;;;;;;;;;;;;;;;;;
1690;Generador Kushiro 2800 W / 3500 W; $606645.00;;;;;;;;;;;;;;;;;;;;
1691;Generador Kushiro 4000/4500 W; $1019362.50;;;;;;;;;;;;;;;;;;;;
1173;GRAMPA P/ENGR. 1,2 X 10MM -3/8; $1270.00;;;;;;;;;;;;;;;;;;;;
1174;GRAMPA P/ENGR. 1,2 X 12MM -1/2; $1699.00;;;;;;;;;;;;;;;;;;;;
1171;GRAMPA P/ENGR. 1,2 X 6MM -1/4; $1064.00;;;;;;;;;;;;;;;;;;;;
1172;GRAMPA P/ENGR. 1,2 X 8MM -5/16; $1149.75;;;;;;;;;;;;;;;;;;;;
2148;GRAMPA TERMOPLAST GRA20 3/4 - 20MM; $179.75;;;;;;;;;;;;;;;;;;;;
2149;GRAMPA TERMOPLAST GRA22 7/8 - 22MM; $194.25;;;;;;;;;;;;;;;;;;;;
2150;GRAMPA TERMOPLAST GRA25 1 - 25MM; $218.00;;;;;;;;;;;;;;;;;;;;
797;Grasera 0,5 l; $19431.50;;;;;;;;;;;;;;;;;;;;
798;Grasera 1 l; $32538.50;;;;;;;;;;;;;;;;;;;;
