Sku;Producto;Precio;;;;;;;;;;;;;;;;;;;;
1638;Grifería monocomando Amur alto para bacha; $84216.00;;;;;;;;;;;;;;;;;;;;
1640;Grifería monocomando Amur para ducha; $94864.00;;;;;;;;;;;;;;;;;;;;
1639;Grifería monocomando Amur para lavatorio; $50820.00;;;;;;;;;;;;;;;;;;;;
1867;Grifería monocomando Missouri para cocina; $35846.25;;;;;;;;;;;;;;;;;;;;
1876;Grifería monocomando Missouri para cocina de pared; $47190.00;;;;;;;;;;;;;;;;;;;;
1865;Grifería monocomando Missouri para cocina pico bar; $40383.75;;;;;;;;;;;;;;;;;;;;
1877;Grifería monocomando Missouri para lavatorio; $34938.75;;;;;;;;;;;;;;;;;;;;
1643;Grifería monocomando Obi para bidet; $71632.00;;;;;;;;;;;;;;;;;;;;
1637;Grifería monocomando Obi para cocina -sin stock; $42592.00;;;;;;;;;;;;;;;;;;;;
1644;Grifería monocomando Obi para cocina pico cisne -sin stock; $46464.00;;;;;;;;;;;;;;;;;;;;
1642;Grifería monocomando Obi para ducha; $83248.00;;;;;;;;;;;;;;;;;;;;
1641;Grifería monocomando Obi para lavatorio -sin stock; $46464.00;;;;;;;;;;;;;;;;;;;;
1879;Grifería monocomando Rin para bidet; $64432.50;;;;;;;;;;;;;;;;;;;;
1864;Grifería monocomando Rin para cocina; $38659.50;;;;;;;;;;;;;;;;;;;;
1866;Grifería monocomando Rin para cocina pico bar; $55357.50;;;;;;;;;;;;;;;;;;;;
1868;Grifería monocomando Rin para ducha; $84579.00;;;;;;;;;;;;;;;;;;;;
1878;Grifería monocomando Rin para lavatorio; $43741.50;;;;;;;;;;;;;;;;;;;;
123;Gte. de Acrilo Nitrilo Verde Flocado. Talle 10; $3143.75;;;;;;;;;;;;;;;;;;;;
1428;Gte. de Acrilo Nitrilo Verde Flocado. Talle 11; $3143.75;;;;;;;;;;;;;;;;;;;;
124;Gte. de Acrilo Nitrilo Verde Flocado. Talle 8; $3143.75;;;;;;;;;;;;;;;;;;;;
125;Gte. de Acrilo Nitrilo Verde Flocado. Talle 9; $3143.75;;;;;;;;;;;;;;;;;;;;
128;Gte. Lincoln Vaq. Elast. (amplio). Talle 10 (Ribete Naranja); $7039.50;;;;;;;;;;;;;;;;;;;;
127;Gte. Lincoln Vaq. Elast. (amplio). Talle 11 (Ribete Negro); $7818.75;;;;;;;;;;;;;;;;;;;;
129;Gte. Lincoln Vaq. Elast. Talle 9 (Ribete Azul); $6824.50;;;;;;;;;;;;;;;;;;;;
116;Gte. Nitrilo Medio Baño Completo Azul Puño de Lona; $8584.26;;;;;;;;;;;;;;;;;;;;
130;Gte. Sin Costura Algodon Moteado Talle 8; $725.50;;;;;;;;;;;;;;;;;;;;
131;Gte. Tejido Talle 10 S/Cost. Naranja Recub. en Latex Rugoso Negro; $4433.25;;;;;;;;;;;;;;;;;;;;
133;Gte. Tejido Talle 10 S/Cost. Recub. en PU Espumado Negro; $3412.25;;;;;;;;;;;;;;;;;;;;
1696;Gte. Tejido Talle 9 S/Cost. Naranja Recub. en Latex Rugoso Negro; $4433.25;;;;;;;;;;;;;;;;;;;;
132;Gte. Tejido Talle.9 S/Cost. Recub. en PU Espumado Negro; $3412.25;;;;;;;;;;;;;;;;;;;;
1256;GUANTE 1/2 PASEO FORRADO -sin stock; $11754.75;;;;;;;;;;;;;;;;;;;;
126;GUANTE BLANCO C/LATEX AZUL T.10 -sin stock; $2901.75;;;;;;;;;;;;;;;;;;;;
788;GUANTE BLANCO C/LATEX AZUL T.8; $2901.75;;;;;;;;;;;;;;;;;;;;
117;GUANTE BLANCO C/LATEX AZUL T.9; $2901.75;;;;;;;;;;;;;;;;;;;;
118;GUANTE BLANCO C/LATEX GRIS T.10 -sin stock; $2901.75;;;;;;;;;;;;;;;;;;;;
119;GUANTE BLANCO C/LATEX GRIS T.9 -sin stock; $2901.75;;;;;;;;;;;;;;;;;;;;
173;Guante de nitrilo / PVC dorso ventilado-sin stock; $6352.50;;;;;;;;;;;;;;;;;;;;
174;Guante de PVC baño completo -sin stock; $7986.00;;;;;;;;;;;;;;;;;;;;
172;Guante de PVC dorso ventilado-sin stock; $6987.75;;;;;;;;;;;;;;;;;;;;
1161;GUANTE DESCARNE P/CORTO; $3850.00;;;;;;;;;;;;;;;;;;;;
1162;GUANTE DESCARNE P/LARGO -sin stock; $4002.00;;;;;;;;;;;;;;;;;;;;
1680;Guante descarne soldador rojo; $8550.00;;;;;;;;;;;;;;;;;;;;
374;GUANTE LÁTEX USO DOMÉS.TALLE 7. Amarillo; $1867.50;;;;;;;;;;;;;;;;;;;;
375;GUANTE LÁTEX USO DOMÉSTICO TALLE 8. Amarillo; $1867.50;;;;;;;;;;;;;;;;;;;;
377;GUANTE NITRILO DESCARTABLE NEGRO TALLE 8/L PREMIUM (PESADO); $11163.75;;;;;;;;;;;;;;;;;;;;
376;GUANTE NITRILO DESCARTABLE NEGRO TALLE 9/XL PREMIUM (PESADO); $11163.75;;;;;;;;;;;;;;;;;;;;
370;GUANTE NITRILO MEDIO BAÑO COMPLETO AZUL PUÑO TEJIDO; $8584.26;;;;;;;;;;;;;;;;;;;;
120;GUANTE NITRILO T.10 R/NARANJA; $2901.75;;;;;;;;;;;;;;;;;;;;
121;GUANTE NITRILO T.8 R/ROSA -sin stock; $2901.75;;;;;;;;;;;;;;;;;;;;
122;GUANTE NITRILO T.9 R/AZUL; $2901.75;;;;;;;;;;;;;;;;;;;;
1898;GUANTE PVC LIVIANO ROJO TOYSA; $3950.00;;;;;;;;;;;;;;;;;;;;
527;GUANTE SIN COSTURA ALGODÓN MOTEADO TALLE 10 -sin stock; $1236.00;;;;;;;;;;;;;;;;;;;;
1000;GUANTE SIN COSTURA ROSA TALLE 7; $3210.75;;;;;;;;;;;;;;;;;;;;
371;GUANTE SIN COSTURA ROSA TALLE 8; $3210.75;;;;;;;;;;;;;;;;;;;;
372;GUANTE TE. NARANJA LÁTEX RUG. NARANJA DPS89065 -sin stock; $4782.50;;;;;;;;;;;;;;;;;;;;
1176;GUIRNALDA 10MT - 15 PORTALAMPARAS; $24261.00;;;;;;;;;;;;;;;;;;;;
1175;GUIRNALDA 5MT - 7 PORTALAMPARAS -sin stock; $12130.50;;;;;;;;;;;;;;;;;;;;
1547;HACHA CUERPO FIBRA DE VIDRIO 1800G.; $42862.50;;;;;;;;;;;;;;;;;;;;
1546;HACHA CUERPO FIBRA DE VIDRIO 600G.; $21295.00;;;;;;;;;;;;;;;;;;;;
1358;HACHA DE CORTE BELARRA 1.8KG -sin stock; $21547.50;;;;;;;;;;;;;;;;;;;;
1357;HACHA DE CORTE BELARRA 1KG -sin stock; $10507.75;;;;;;;;;;;;;;;;;;;;
339;Hamaca camping doble; $28404.75;;;;;;;;;;;;;;;;;;;;
340;Hamaca camping individual; $23141.25;;;;;;;;;;;;;;;;;;;;
1282;Hidrolavadora a inducción Kushiro HLI612M PP; $247763.25;;;;;;;;;;;;;;;;;;;;
1951;Hidrolavadora línea hogar; $105466.75;;;;;;;;;;;;;;;;;;;;
1326;HOJA DE SIERRA BI-METAL 18/24/32 DIENTES; $1250.25;;;;;;;;;;;;;;;;;;;;
718;Hoja de sierra para madera 100 mm; $363.00;;;;;;;;;;;;;;;;;;;;
719;Hoja de sierra para madera 120 mm -sin stock; $526.50;;;;;;;;;;;;;;;;;;;;
1458;HOJA SIERRA JUNIOR; $400.25;;;;;;;;;;;;;;;;;;;;
1354;IMAN PORTA HERRAMIENTAS -sin stock; $4271.25;;;;;;;;;;;;;;;;;;;;
1772;IMPORTOOLS - FLEXIBLE MALLADO 1/2x1/2 20cm.; $2966.25;;;;;;;;;;;;;;;;;;;;
1773;IMPORTOOLS - FLEXIBLE MALLADO 1/2x1/2 25cm.; $3158.25;;;;;;;;;;;;;;;;;;;;
1774;IMPORTOOLS - FLEXIBLE MALLADO 1/2x1/2 35cm.; $3360.50;;;;;;;;;;;;;;;;;;;;
1761;IMPORTOOLS - FLEXIBLE MALLADO 1/2x1/2 40cm.; $3598.00;;;;;;;;;;;;;;;;;;;;
1768;IMPORTOOLS - ADAPTADOR VIAJERO -sin stock; $5499.75;;;;;;;;;;;;;;;;;;;;
1775;IMPORTOOLS - CANILLA METALICA 1; $9222.25;;;;;;;;;;;;;;;;;;;;
1771;IMPORTOOLS - CANILLA METALICA 3/4 -sin stock; $7746.50;;;;;;;;;;;;;;;;;;;;
1769;IMPORTOOLS - PICO LORO 10 250MM; $12860.25;;;;;;;;;;;;;;;;;;;;
1770;IMPORTOOLS - TENAZA 9 ARMADOR C/MANGO RECUBIERTO; $11742.25;;;;;;;;;;;;;;;;;;;;
1578;Inflador de mano doble válvula; $5263.50;;;;;;;;;;;;;;;;;;;;
1576;Inflador de pie Mini Tifón; $12705.00;;;;;;;;;;;;;;;;;;;;
1575;Inflador de pie Tifón; $15427.50;;;;;;;;;;;;;;;;;;;;
754;Inflador digital 12 V -sin stock; $62255.75;;;;;;;;;;;;;;;;;;;;
1577;Inflador Mini doble válvula; $4265.25;;;;;;;;;;;;;;;;;;;;
1311;Ingletadora telescópica de bisel simple 10; $343185.50;;;;;;;;;;;;;;;;;;;;
510;Insectocutor comercial; $40293.00;;;;;;;;;;;;;;;;;;;;
509;Insectocutor tipo raqueta -sin stock; $11253.00;;;;;;;;;;;;;;;;;;;;
849;INT+TOMA COMB ARM. 50417/2; $1615.25;;;;;;;;;;;;;;;;;;;;
38;INT. DIFERENCIAL 2x25A 30mA; $23447.75;;;;;;;;;;;;;;;;;;;;
39;INT. DIFERENCIAL 2x40A 30mA; $23482.00;;;;;;;;;;;;;;;;;;;;
41;INT. DIFERENCIAL 4x40A 30mA; $34690.75;;;;;;;;;;;;;;;;;;;;
42;INT. DIFERENCIAL 4x63A 30mA; $37324.00;;;;;;;;;;;;;;;;;;;;
847;INT.ARMADO.EXTRA.CHATO 50401/2; $874.00;;;;;;;;;;;;;;;;;;;;
81;INT.DIFERENCIAL 2X63A 30mA; $25623.00;;;;;;;;;;;;;;;;;;;;
902;INT.DULS.UNI.220V 10A.BLC-40052 -sin stock; $637.50;;;;;;;;;;;;;;;;;;;;
843;INT.UNI.COMB.220V.10A 40053; $557.51;;;;;;;;;;;;;;;;;;;;
842;INT.UNIP.220V.10A-40051; $456.00;;;;;;;;;;;;;;;;;;;;
1899;INTERRUPTOR PULSADOR 220V 10A 50402/2; $935.00;;;;;;;;;;;;;;;;;;;;
2107;Interruptor smart Wi-Fi; $12053.50;;;;;;;;;;;;;;;;;;;;
1889;Interruptor termomagnético 1 x 10A; $2828.00;;;;;;;;;;;;;;;;;;;;
44;Interruptor termomagnético 1 x 16A; $2828.00;;;;;;;;;;;;;;;;;;;;
45;Interruptor termomagnético 1 x 20A; $2828.00;;;;;;;;;;;;;;;;;;;;
46;Interruptor termomagnético 1 x 25A; $2828.00;;;;;;;;;;;;;;;;;;;;
47;Interruptor termomagnético 1 x 32A; $2828.00;;;;;;;;;;;;;;;;;;;;
1890;Interruptor termomagnético 1 x 40A; $2828.00;;;;;;;;;;;;;;;;;;;;
49;Interruptor termomagnético 2 x 10A; $5656.00;;;;;;;;;;;;;;;;;;;;
50;Interruptor termomagnético 2 x 16A; $5656.00;;;;;;;;;;;;;;;;;;;;
51;Interruptor termomagnético 2 x 20A; $5656.00;;;;;;;;;;;;;;;;;;;;
52;Interruptor termomagnético 2 x 25A; $5656.00;;;;;;;;;;;;;;;;;;;;
53;Interruptor termomagnético 2 x 32A; $5656.00;;;;;;;;;;;;;;;;;;;;
54;Interruptor termomagnético 2 x 40A; $5656.00;;;;;;;;;;;;;;;;;;;;
1125;Interruptor termomagnético 2 x 50A; $6114.00;;;;;;;;;;;;;;;;;;;;
58;Interruptor termomagnético 3 X 20A; $8483.75;;;;;;;;;;;;;;;;;;;;
59;Interruptor termomagnético 3 X 25A; $8483.75;;;;;;;;;;;;;;;;;;;;
60;Interruptor termomagnético 3 X 32A; $8483.75;;;;;;;;;;;;;;;;;;;;
61;Interruptor termomagnético 3 X 40A; $8483.75;;;;;;;;;;;;;;;;;;;;
1126;Interruptor termomagnético 3 x 50A; $9170.75;;;;;;;;;;;;;;;;;;;;
1127;Interruptor termomagnético 3 x 63A; $9170.75;;;;;;;;;;;;;;;;;;;;
1891;Interruptor termomagnético 4 x 40A; $11311.75;;;;;;;;;;;;;;;;;;;;
1128;Interruptor termomagnético 4 x 50A; $12227.75;;;;;;;;;;;;;;;;;;;;
1129;Interruptor termomagnético 4 x 63A; $12227.75;;;;;;;;;;;;;;;;;;;;
645;Interruptor termomagnético 4x 25A; $11311.75;;;;;;;;;;;;;;;;;;;;
646;Interruptor termomagnético 4x 32A; $11311.75;;;;;;;;;;;;;;;;;;;;
106;INTERRUPTOR UNIP S/LUM 220V BCO. 20051/0; $514.25;;;;;;;;;;;;;;;;;;;;
2108;Inversor de corriente 1500 W onda sinusoidal pura; $362780.50;;;;;;;;;;;;;;;;;;;;
2109;Inversor de corriente 500 W onda modificada; $52794.75;;;;;;;;;;;;;;;;;;;;
2110;Inversor de corriente 800 W onda modificada; $77909.00;;;;;;;;;;;;;;;;;;;;
1901;INVERSOR ETHEOS IOM-1208; $77137.50;;;;;;;;;;;;;;;;;;;;
1900;INVERSOR ETHEOS IOP-1205; $145200.00;;;;;;;;;;;;;;;;;;;;
1057;Ionizador solar para piletas; $73659.50;;;;;;;;;;;;;;;;;;;;
807;JARRA BIDON WEEKEND/MAGIC.2LT; $3890.00;;;;;;;;;;;;;;;;;;;;
894;JARRA BIDON WEEKEND/MAGIC.4LT -sin stock; $4617.00;;;;;;;;;;;;;;;;;;;;
658;Jarra Electrica Pava 220v Corte Automatico Mate Cafe 2litros NEGRA -sin stock; $23701.25;;;;;;;;;;;;;;;;;;;;
1847;JUEGO 24PZ. NEW KOLOR; $23500.00;;;;;;;;;;;;;;;;;;;;
1928;JUEGO CAMPERO CUCHILLO GRANDE Y TENEDOR; $14351.50;;;;;;;;;;;;;;;;;;;;
1801;JUEGO CAMPERO CUCHILLO Y TENEDOR; $12500.00;;;;;;;;;;;;;;;;;;;;
753;JUEGO DE TUBO 107PZA - CROSSMASTER -sin stock; $75700.75;;;;;;;;;;;;;;;;;;;;
512;Juego de tubo 3/4 x 21 pzas; $141575.50;;;;;;;;;;;;;;;;;;;;
1192;JUEGO DE TUBO 9PZ; $12496.50;;;;;;;;;;;;;;;;;;;;
1315;Juego de tubos 3/4 - 21 piezas BAROVO JU2134 -sin stock; $223644.50;;;;;;;;;;;;;;;;;;;;
1310;Juego de tubos de 120 piezas -sin stock; $262140.50;;;;;;;;;;;;;;;;;;;;
1565;Juego de tubos de 32 piezas; $139755.00;;;;;;;;;;;;;;;;;;;;
1652;Juego de tubos de 33 piezas; $43812.50;;;;;;;;;;;;;;;;;;;;
1309;Juego de tubos de 60 piezas; $170483.00;;;;;;;;;;;;;;;;;;;;
264;JUEGO TUBO Y PUNTA 108 PZAS -sin stock; $79534.25;;;;;;;;;;;;;;;;;;;;
1754;KALOP - FICHA HEMBRA H.DUTY 10A AZUL; $1355.75;;;;;;;;;;;;;;;;;;;;
1756;KALOP - FICHA HEMBRA H.DUTY 10A BLANCA; $1355.75;;;;;;;;;;;;;;;;;;;;
1755;KALOP - FICHA HEMBRA H.DUTY 10A NEGRA; $1355.75;;;;;;;;;;;;;;;;;;;;
1751;KALOP - FICHA MACHO H.DUTY 10A AZUL; $1303.00;;;;;;;;;;;;;;;;;;;;
1753;KALOP - FICHA MACHO H.DUTY 10A BLANCA; $1303.00;;;;;;;;;;;;;;;;;;;;
1752;KALOP - FICHA MACHO H.DUTY 10A NEGRA; $1303.00;;;;;;;;;;;;;;;;;;;;
2099;Kit 12 fresas para fresadora; $29330.50;;;;;;;;;;;;;;;;;;;;
712;Kit 3 piezas para compresor - inflado y pintura; $22641.50;;;;;;;;;;;;;;;;;;;;
713;Kit 3 piezas para compresor - lavado y pintura; $22641.50;;;;;;;;;;;;;;;;;;;;
441;Kit 5 brocas Forstner; $15699.75;;;;;;;;;;;;;;;;;;;;
1024;Kit 5 fresas para taladro; $7882.75;;;;;;;;;;;;;;;;;;;;
342;Kit 5 piezas para compresor; $35885.00;;;;;;;;;;;;;;;;;;;;
1938;Kit amoladora recta 1/4; $30518.50;;;;;;;;;;;;;;;;;;;;
667;KIT BARRAL 22MM COLOR X 1.40MTS S/ ARGOLLAS; $3517.00;;;;;;;;;;;;;;;;;;;;
668;KIT BARRAL 22MM COLOR X 1.60MTS S/ARGOLLAS -sin stock; $3722.50;;;;;;;;;;;;;;;;;;;;
669;KIT BARRAL 22MM COLOR X 1.80MTS S/ ARGOLLAS; $4543.75;;;;;;;;;;;;;;;;;;;;
670;KIT BARRAL 22MM COLOR X 2.0MTS S /ARGOLLAS; $4787.00;;;;;;;;;;;;;;;;;;;;
1131;KIT BARRAL 22MM COLOR X 2.20MTS S/ ARGOLLAS; $5050.50;;;;;;;;;;;;;;;;;;;;
1132;KIT BARRAL 22MM COLOR X 2.40MTS S/ ARGOLLAS; $5199.25;;;;;;;;;;;;;;;;;;;;
2094;Kit básico de herramientas; $26487.25;;;;;;;;;;;;;;;;;;;;
1085;Kit de corte 4 en 1-sin stock-; $23102.24;;;;;;;;;;;;;;;;;;;;
604;KIT DE LLAVE COMBINADA 10 PZA. ALEBA -sin stock; $21799.25;;;;;;;;;;;;;;;;;;;;
605;KIT DE LLAVE COMBINADA 12PZA. ALEBA -sin stock; $35282.50;;;;;;;;;;;;;;;;;;;;
603;KIT DE LLAVE COMBINADA 8 PZA. ALEBA -sin stock; $18740.50;;;;;;;;;;;;;;;;;;;;
806;Kit de llave de impacto 1/2 - sin stock; $117185.25;;;;;;;;;;;;;;;;;;;;
1780;KIT PILAR; $69313.25;;;;;;;;;;;;;;;;;;;;
639;LAMP. INCAND. PERF. CL. 15W E14 -sin stock; $732.75;;;;;;;;;;;;;;;;;;;;
641;LAMP. INCAND. PERF. CL. 25W E14 -sin stock; $732.75;;;;;;;;;;;;;;;;;;;;
640;LAMP. INCAND. PERF. SATINADA 15W E14 -sin stock; $732.75;;;;;;;;;;;;;;;;;;;;
642;LAMP. INCAND. PERF. SATINADA 25W E14 -sin stock; $732.75;;;;;;;;;;;;;;;;;;;;
21;LAMP. LED GOTA G45 5W E14 3000K -sin stock; $1150.25;;;;;;;;;;;;;;;;;;;;
1487;LAMP. LED GOTA G45 5W E14 6000K -sin stock; $1150.25;;;;;;;;;;;;;;;;;;;;
20;LAMP. LED GOTA G45 5W E27 L. DIA; $1150.25;;;;;;;;;;;;;;;;;;;;
1463;LAMP. LED T 75W E27/E40 6000K; $30718.50;;;;;;;;;;;;;;;;;;;;
1464;LAMP. LED T 85W E27/E40 6000K; $33867.25;;;;;;;;;;;;;;;;;;;;
18;LAMP. LED VELA C37 5W E14 L. DIA; $1150.25;;;;;;;;;;;;;;;;;;;;
19;LAMP. LED VELA C37 5W E27 L. DIA; $1150.25;;;;;;;;;;;;;;;;;;;;
1465;LAMP.LED T 100W E27/E40 6000K; $37085.75;;;;;;;;;;;;;;;;;;;;
12;LAMPARA 30W; $4652.75;;;;;;;;;;;;;;;;;;;;
13;LAMPARA 40W; $6744.00;;;;;;;;;;;;;;;;;;;;
14;LAMPARA 50W; $9483.25;;;;;;;;;;;;;;;;;;;;
1485;LAMPARA DICROICA 5W LUZ CALIDA -sin stock; $1160.75;;;;;;;;;;;;;;;;;;;;
16;LAMPARA DICROICA 6W LUZ DIA; $1411.50;;;;;;;;;;;;;;;;;;;;
11;LAMPARA LED 20W; $3032.25;;;;;;;;;;;;;;;;;;;;
140;LAMPARA LED PERFUME 1.5W - sin stock; $2028.50;;;;;;;;;;;;;;;;;;;;
1486;LAMPARA. DICROICA 5W LUZ DIA; $1160.75;;;;;;;;;;;;;;;;;;;;
15;LAMPARA. DICROICA 6W LUZ CALIDA; $1411.50;;;;;;;;;;;;;;;;;;;;
9;LAMPARA.LED =10W 12/24V-sin stock; $4190.50;;;;;;;;;;;;;;;;;;;;
10;LAMPARA.LED BULB EMERGE.8W-sin stock; $6022.50;;;;;;;;;;;;;;;;;;;;
7;LAMPARA.LED.11W -sin stock; $1233.75;;;;;;;;;;;;;;;;;;;;
8;LAMPARA.LED.14W; $1568.50;;;;;;;;;;;;;;;;;;;;
5;LAMPARA.LED.7W; $962.00;;;;;;;;;;;;;;;;;;;;
6;LAMPARA.LED.9W; $993.50;;;;;;;;;;;;;;;;;;;;
281;LAPIZ CARPINTERO X12UN. -sin stock; $1972.50;;;;;;;;;;;;;;;;;;;;
1393;LEYMAR - PANEL LED CUADRADO APLICAR 12W 3000K; $6663.50;;;;;;;;;;;;;;;;;;;;
1392;LEYMAR - PANEL LED CUADRADO APLICAR 12W 6000K; $6663.50;;;;;;;;;;;;;;;;;;;;
1395;LEYMAR - PANEL LED CUADRADO APLICAR 18W 3000K; $8266.25;;;;;;;;;;;;;;;;;;;;
1389;LEYMAR - PANEL LED CUADRADO APLICAR 18W 6000K; $8266.25;;;;;;;;;;;;;;;;;;;;
1396;LEYMAR - PANEL LED CUADRADO APLICAR 24W 3000K; $14300.00;;;;;;;;;;;;;;;;;;;;
1390;LEYMAR - PANEL LED CUADRADO APLICAR 24W 6000K; $14300.00;;;;;;;;;;;;;;;;;;;;
1394;LEYMAR - PANEL LED CUADRADO APLICAR 6W 3000K; $4660.00;;;;;;;;;;;;;;;;;;;;
1391;LEYMAR - PANEL LED CUADRADO APLICAR 6W 6000K; $4660.00;;;;;;;;;;;;;;;;;;;;
1398;LEYMAR - PANEL LED CUADRADO EMBUTIR 12W 3000K; $5507.00;;;;;;;;;;;;;;;;;;;;
1401;LEYMAR - PANEL LED CUADRADO EMBUTIR 12W 6000K; $5507.00;;;;;;;;;;;;;;;;;;;;
1399;LEYMAR - PANEL LED CUADRADO EMBUTIR 18W 3000K; $7224.50;;;;;;;;;;;;;;;;;;;;
1402;LEYMAR - PANEL LED CUADRADO EMBUTIR 18W 6000K; $7224.50;;;;;;;;;;;;;;;;;;;;
1403;LEYMAR - PANEL LED CUADRADO EMBUTIR 24W 6000K; $11987.25;;;;;;;;;;;;;;;;;;;;
1397;LEYMAR - PANEL LED CUADRADO EMBUTIR 6W 3000K; $3663.75;;;;;;;;;;;;;;;;;;;;
1400;LEYMAR - PANEL LED CUADRADO EMBUTIR 6W 6000K; $3663.75;;;;;;;;;;;;;;;;;;;;
1381;LEYMAR - PANEL LED REDONDO APLICAR 12W 3000K; $6297.00;;;;;;;;;;;;;;;;;;;;
1386;LEYMAR - PANEL LED REDONDO APLICAR 12W 6000K; $6297.00;;;;;;;;;;;;;;;;;;;;
1382;LEYMAR - PANEL LED REDONDO APLICAR 18W 3000K; $7522.25;;;;;;;;;;;;;;;;;;;;
1387;LEYMAR - PANEL LED REDONDO APLICAR 18W 6000K; $7522.25;;;;;;;;;;;;;;;;;;;;
1383;LEYMAR - PANEL LED REDONDO APLICAR 24W 3000K; $12685.51;;;;;;;;;;;;;;;;;;;;
1388;LEYMAR - PANEL LED REDONDO APLICAR 24W 6000K; $12685.51;;;;;;;;;;;;;;;;;;;;
1384;LEYMAR - PANEL LED REDONDO APLICAR 6W 3000K; $4419.50;;;;;;;;;;;;;;;;;;;;
1385;LEYMAR - PANEL LED REDONDO APLICAR 6W 6000K; $4419.50;;;;;;;;;;;;;;;;;;;;
1375;LEYMAR - PANEL LED REDONDO EMBUTIR 12W 3000K; $4957.50;;;;;;;;;;;;;;;;;;;;
1377;LEYMAR - PANEL LED REDONDO EMBUTIR 12W 6000K; $4957.50;;;;;;;;;;;;;;;;;;;;
1378;LEYMAR - PANEL LED REDONDO EMBUTIR 18W 6000K; $6308.50;;;;;;;;;;;;;;;;;;;;
1379;LEYMAR - PANEL LED REDONDO EMBUTIR 24W 6000K; $10842.25;;;;;;;;;;;;;;;;;;;;
1376;LEYMAR - PANEL LED REDONDO EMBUTIR 6W 3000K; $3228.75;;;;;;;;;;;;;;;;;;;;
1380;LEYMAR - PANEL LED REDONDO EMBUTIR 6W 6000K; $3228.75;;;;;;;;;;;;;;;;;;;;
2046;LIJA AL AGUA NORTON 100 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2047;LIJA AL AGUA NORTON 120 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2048;LIJA AL AGUA NORTON 150 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2049;LIJA AL AGUA NORTON 180 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2050;LIJA AL AGUA NORTON 220 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2051;LIJA AL AGUA NORTON 240 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2052;LIJA AL AGUA NORTON 280 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2053;LIJA AL AGUA NORTON 320 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2054;LIJA AL AGUA NORTON 400 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2055;LIJA AL AGUA NORTON 500 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
1628;LIJA AL AGUA NORTON 60 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
2056;LIJA AL AGUA NORTON 600 T277 valor por unid; $564.25;;;;;;;;;;;;;;;;;;;;
2045;LIJA AL AGUA NORTON 80 T277 valor por unid.; $564.25;;;;;;;;;;;;;;;;;;;;
1553;LIJA P/MADERA A257(valor x uni.) NORTON 120; $427.25;;;;;;;;;;;;;;;;;;;;
2067;LIJA P/MADERA A257(valor x uni.) NORTON 150; $427.25;;;;;;;;;;;;;;;;;;;;
2070;LIJA P/MADERA A257(valor x uni.) NORTON 180; $427.25;;;;;;;;;;;;;;;;;;;;
2069;LIJA P/MADERA A257(valor x uni.) NORTON 40; $427.25;;;;;;;;;;;;;;;;;;;;
1902;LIJA P/MADERA A257(valor x uni.) NORTON 50; $427.25;;;;;;;;;;;;;;;;;;;;
2071;LIJA P/MADERA A257(valor x uni.) NORTON 60; $427.25;;;;;;;;;;;;;;;;;;;;
2068;LIJA P/MADERA A257(valor x uni.) NORTON 80; $427.25;;;;;;;;;;;;;;;;;;;;
2072;LIJA SECA ANTI EMPASTE (valor x uni.) CARBORUNDUM/NORTON 100; $645.50;;;;;;;;;;;;;;;;;;;;
2073;LIJA SECA ANTI EMPASTE (valor x uni.) CARBORUNDUM/NORTON 180; $645.50;;;;;;;;;;;;;;;;;;;;
2074;LIJA SECA ANTI EMPASTE (valor x uni.) CARBORUNDUM/NORTON 220; $645.50;;;;;;;;;;;;;;;;;;;;
1554;LIJA SECA ANTI EMPASTE (valor x uni.) CARBORUNDUM/NORTON 80; $645.50;;;;;;;;;;;;;;;;;;;;
774;Lijadora de banco combinada 375 W; $151247.00;;;;;;;;;;;;;;;;;;;;
343;Lijadora orbital; $43812.50;;;;;;;;;;;;;;;;;;;;
2085;Lijadora roto orbital con aspiradora; $71483.00;;;;;;;;;;;;;;;;;;;;
1307;Lijadora roto orbital LOI-RO30; $57927.75;;;;;;;;;;;;;;;;;;;;
344;Lijadora roto orbital LOI-RO45; $68743.25;;;;;;;;;;;;;;;;;;;;
1049;Lima cuadrada entrefina 200 mm; $3758.00;;;;;;;;;;;;;;;;;;;;
1050;Lima plana entrefina 200 mm; $4253.00;;;;;;;;;;;;;;;;;;;;
1051;Lima redonda entrefina 200 mm; $3483.00;;;;;;;;;;;;;;;;;;;;
736;Limas para motosierras 3/16(VALOR POR UNIDAD); $1255.50;;;;;;;;;;;;;;;;;;;;
1952;Limpiador a vapor 1050 W; $52901.00;;;;;;;;;;;;;;;;;;;;
